T(K),a,da/dT
1064.65,0.990399065,0.00007291
1065.15,0.990432666,0.00007211
1066.15,0.990500874,0.00007194
1066.9,0.990553109,0.00007229
1067.65,0.99060643,0.00007316
1069.15,0.99071679,0.00007446
1069.9,0.990774014,0.00007615
1070.9,0.990852592,0.00007821
1071.4,0.990892888,0.00008056
1072.15,0.990954614,0.00008265
1073.4,0.991060922,0.00008505
